"icao_airline","tail_number","event_date","Total_impression_cnt","non_video_impression_cnt","clickable_impression_cnt","total_click_cnt","video_impression_cnt","total_skip_cnt","total_complete_cnt"
"P4N","P76504","2026-02-09","5146","4929","701","7","217","7","210"
"P4N","P37534","2026-02-09","14311","13584","3500","42","727","21","706"
"P4N","P7994N","2026-02-09","5086","4772","1826","5","314","5","309"
"P4N","P4704N","2026-02-09","4200","3976","1852","16","224","4","220"
"P4N","P18112","2026-02-08","7264","6604","3017","27","660","14","646"
"P4N","P13954","2026-02-09","12721","12006","4734","34","715","22","696"
"P4N","P64844","2026-02-08","17029","16063","2481","34","966","18","948"
"P4N","P17550","2026-01-05","11724","10318","4166","20","1406","36","1376"
"P4N","P33132","2026-01-04","16697","14981","10237","71","1716","70","1688"
"P4N","P37531","2026-01-05","11621","10362","4266","28","1259","32","1230"
"P4N","P37514","2026-01-05","8367","7562","2934","17","805","19","791"
"P4N","P17599","2026-01-05","12183","10685","4495","42","1498","44","1470"
"P4N","P62889","2026-01-05","9489","8416","3558","31","1073","30","1053"
"P4N","P77430","2026-01-16","15399","14299","3183","19","1100","35","1072"
"P4N","P26996","2026-02-01","25151","23157","6995","72","1994","55","1942"
"P4N","P27958","2026-01-20","13209","11959","6348","44","1250","34","1223"
"P4N","P17349","2026-01-21","11617","10668","2886","13","949","27","924"
"P4N","P17306","2026-01-11","14256","13317","3476","16","939","21","921"
"P4N","P17285","2026-01-11","13655","12630","3619","23","1025","29","997"
"P4N","P24555","2026-01-11","23053","21349","6203","40","1704","45","1661"
"P4N","P27419","2026-01-11","6182","5739","1086","17","443","12","443"
"P4N","P17557","2026-01-11","14230","13250","4070","16","980","30","954"
"P4N","P47343","2026-01-11","15167","14262","3064","25","905","27","881"
"P4N","P4834N","2026-01-11","13688","13026","2883","38","662","15","648"
"P4N","P77588","2026-01-06","7172","6248","1820","22","924","26","906"
"P4N","P14520","2026-01-06","10976","9597","3354","37","1379","40","1348"
"P4N","P37549","2026-01-06","8305","7021","2949","40","1284","37","1263"
"P4N","P77525","2026-01-06","12452","11940","6198","15","512","24","494"
"P4N","P29981","2026-01-06","8436","6333","4276","35","2103","35","2075"
"P4N","P27539","2026-02-07","17313","16094","4857","35","1219","45","1175"
"P4N","P6864N","2026-02-07","5699","5699","1932","18","0","0","3"
"P4N","P28457","2026-02-07","17671","16785","3508","28","886","23","863"
"P4N","P17245","2026-01-31","12610","12003","2388","14","607","16","592"
"P4N","P17355","2026-01-31","14157","13114","3807","45","1043","23","1028"
"P4N","P37562","2026-01-31","11329","10194","2565","36","1135","26","1112"
"P4N","P87527","2026-01-31","12889","12038","2935","31","851","22","832"
"P4N","P37555","2026-01-30","3740","3439","799","7","301","5","296"
"P4N","P29981","2026-01-30","14067","13000","4524","44","1067","32","1050"
"P4N","P33209","2026-01-31","15528","14565","3524","22","963","36","929"
"P4N","P27568","2026-01-31","9761","8829","2516","18","932","29","904"
"P4N","P37554","2026-01-07","10968","9491","3749","56","1477","56","1438"
"P4N","P17358","2026-01-07","8923","8328","1800","36","595","31","570"
"P4N","P37348","2026-01-07","10106","9040","2662","53","1066","29","1047"
"P4N","P77573","2026-01-07","9245","8125","2726","26","1120","33","1095"
"P4N","P34535","2026-01-07","6909","5738","2458","17","1171","27","1144"
"P4N","P67350","2026-02-06","19240","18131","5190","28","1109","29","1082"
"P4N","P6434N","2026-02-06","30874","30874","16711","64","0","4","2"
"P4N","P78540","2026-02-06","16150","15159","4906","28","991","23","969"
"P4N","P14506","2026-02-06","19310","18159","4435","38","1151","22","1129"
"P4N","P4874N","2026-02-06","12140","11734","1741","17","406","10","397"
"P4N","P17338","2026-02-06","14484","13530","4157","26","954","26","929"
"P4N","P2138U","2026-02-04","2488","2476","101","0","12","0","12"
"P4N","P14517","2026-01-24","19597","17541","5230","43","2056","51","2009"
"P4N","P39450","2026-01-24","16181","15035","3837","43","1146","29","1127"
"P4N","P4704N","2026-01-23","3130","3130","0","0","0","0","0"
"P4N","P87512","2026-01-24","13599","12703","3416","31","896","40","860"
"P4N","P14102","2026-01-24","26020","24305","10258","147","1715","33","1694"
"P4N","P27287","2026-01-24","13765","12847","2648","14","918","35","885"
"P4N","P37281","2026-01-24","13378","12592","3651","17","786","22","772"
"P4N","P37297","2026-01-24","12001","11105","3216","17","896","20","879"
"P4N","P8974N","2026-01-24","5858","5541","742","3","317","5","312"
"P4N","P17347","2026-01-24","15046","13536","4694","16","1510","35","1478"
"P4N","P17015","2026-01-24","47909","44217","25416","113","3692","97","3611"
"P4N","P26966","2026-01-23","3658","3658","0","0","0","0","0"
"P4N","P73276","2026-01-25","756","696","205","1","60","0","60"
"P4N","P6604N","2026-01-22","1552","1552","0","0","0","0","0"
"P4N","P12020","2026-01-27","33313","29147","11714","130","4166","102","4095"
"P4N","P27366","2026-01-27","10670","10092","2161","19","578","24","558"
"P4N","P77592","2026-01-27","11993","11058","3049","30","935","22","915"
"P4N","P37319","2026-01-27","15185","13833","3637","57","1352","34","1324"
"P4N","P73275","2026-01-10","14269","13431","3037","26","838","29","816"
"P4N","P27959","2026-01-07","5681","4013","3717","58","1668","35","1642"
"P4N","P8264N","2026-01-08","558","478","478","4","80","2","78"
"P4N","P17333","2026-01-28","17999","16588","4607","38","1411","36","1379"
"P4N","P39461","2026-01-28","11283","10583","3004","17","700","48","655"
"P4N","P77520","2026-01-28","16417","15258","3777","28","1159","35","1127"
"P4N","P33284","2026-01-28","11319","10678","3089","20","641","21","622"
"P4N","P16217","2026-01-28","13060","12218","2820","17","842","36","807"
"P4N","P2644U","2026-01-27","15950","14786","5430","24","1164","24","1143"
"P4N","P68836","2026-01-28","14043","13067","2567","20","976","32","948"
"P4N","P73259","2026-01-28","2696","2696","7","0","0","0","0"
"P4N","P14548","2026-01-28","10641","10046","2853","23","595","14","581"
"P4N","P37277","2026-01-28","12580","11862","2675","21","718","17","703"
"P4N","P16009","2026-01-10","2413","2413","62","1","0","0","0"
"P4N","P4964N","2026-01-04","6236","5901","1922","17","335","11","333"
"P4N","P78003","2026-01-04","32231","29691","27325","61","2540","60","2495"
"P4N","P37287","2026-02-06","386","284","284","2","102","7","96"
"P4N","P17963","2026-01-31","18704","17147","4993","43","1557","29","1532"
"P4N","P2251U","2026-01-12","431","336","336","3","95","0","95"
"P4N","4N753VSTEST","2026-01-29","9","9","0","0","0","0","0"
"P4N","P73251","2026-02-04","8448","8001","1932","13","447","12","435"
"P4N","P36207","2026-02-04","11216","10680","3482","29","536","13","523"
"P4N","P37368","2026-02-04","3599","3362","919","5","237","14","223"
"P4N","P38473","2026-02-04","21071","19879","5248","47","1192","29","1163"
"P4N","P34131","2026-02-04","12439","11792","4084","27","647","23","624"
"P4N","P39461","2026-02-04","9524","9079","1862","10","445","15","430"
"P4N","P27255","2026-02-04","3472","3377","904","5","95","1","94"
"P4N","P14016","2026-02-03","23270","21415","8664","84","1855","43","1817"
"P4N","P24513","2026-02-04","13978","13064","3812","35","914","20","895"
"P4N","P68842","2026-02-04","8499","7965","2355","22","534","14","520"
"P4N","P29978","2026-02-03","6969","6253","2247","23","716","14","705"
"P4N","P27015","2026-02-03","11640","10893","3050","34","747","22","726"
"P4N","P4804N","2026-02-04","6120","5724","1507","30","396","16","380"
"P4N","P77575","2026-01-17","13014","11807","3927","15","1207","35","1173"
"P4N","P17331","2026-01-17","24529","22375","7169","74","2154","48","2125"
"P4N","P26970","2026-01-16","17681","15473","5313","56","2208","65","2151"
"P4N","P30913","2026-01-17","18728","16997","5668","71","1731","62","1685"
"P4N","P37462","2026-01-16","19894","18435","4563","51","1459","53","1419"
"P4N","P37563","2026-01-17","15495","14518","3118","22","977","34","947"
"P4N","P4904N","2026-01-16","14371","13447","3142","27","924","21","904"
"P4N","P17017","2026-01-17","11792","10974","2976","17","818","23","799"
"P4N","P29907","2026-01-15","11677","10919","4125","24","758","21","740"
"P4N","P44550","2026-01-17","16027","14346","4371","35","1681","60","1625"
"P4N","P27509","2026-01-17","14115","12867","3660","29","1248","30","1229"
"P4N","P37542","2026-01-16","14326","12733","3249","44","1593","40","1561"
"P4N","P8304N","2026-01-17","10515","9952","2069","16","563","15","549"
"P4N","P29977","2026-01-16","21910","19472","7317","66","2438","53","2394"
"P4N","P27270","2026-01-22","8429","7864","1798","14","565","21","547"
"P4N","P17337","2026-01-22","13014","11887","3051","15","1127","30","1098"
"P4N","P37413","2026-01-22","16966","15454","4553","43","1512","38","1490"
"P4N","P2534U","2026-01-21","51390","47514","24810","191","3876","103","3792"
"P4N","P75429","2026-01-22","12993","12115","2998","29","878","28","855"
"P4N","P78509","2026-01-21","10872","10041","2694","23","831","17","820"
"P4N","P8304N","2026-01-21","5496","5169","895","9","327","7","320"
"P4N","P77582","2026-01-01","10973","8996","4181","65","1977","72","1940"
"P4N","P37278","2026-01-01","8470","7538","3226","35","932","35","913"
"P4N","P34222","2026-01-01","8135","7540","2991","39","595","25","582"
"P4N","P77588","2026-01-01","8381","6935","3747","47","1446","48","1405"
"P4N","P38257","2026-01-15","13007","12383","2651","14","624","24","603"
"P4N","P26208","2026-01-15","6332","5940","1037","17","392","9","386"
"P4N","P13227","2026-01-15","10549","9731","2331","18","818","18","806"
"P4N","P27270","2026-01-15","16232","14981","3750","50","1251","41","1229"
"P4N","P18243","2026-01-14","11832","11055","3063","19","777","22","757"
"P4N","P17322","2026-01-14","11147","10232","3256","22","915","23","895"
"P4N","P73251","2026-01-14","11535","10822","2297","12","713","12","703"
"P4N","P61881","2026-01-14","1424","1424","0","0","0","0","0"
"P4N","P17133","2026-02-04","5702","5370","1477","5","332","9","323"
"P4N","P77571","2026-02-02","17562","16566","3583","28","996","36","963"
"P4N","P12225","2026-02-01","12027","11448","2319","21","579","20","559"
"P4N","P14563","2026-02-02","25684","23839","7801","66","1845","46","1800"
"P4N","P17229","2026-02-02","12865","11998","3107","23","867","28","839"
"P4N","P47282","2026-02-01","15176","14233","3956","37","943","28","920"
"P4N","P12010","2026-01-29","13237","12360","685","5","877","38","839"
"P4N","P76288","2026-02-01","9078","8612","1609","11","466","16","450"
"P4N","P17017","2026-02-01","34896","31014","12042","180","3882","101","3789"
"P4N","P37532","2026-02-02","17522","16278","5483","41","1244","39","1206"
"P4N","P17244","2026-02-02","5830","5544","1262","14","286","9","277"
"P4N","P47332","2026-01-20","12445","11419","3593","29","1026","25","1006"
"P4N","P68891","2026-01-20","13185","12053","3904","20","1132","34","1103"
"P4N","P77539","2026-01-19","8343","7743","1465","12","600","23","579"
"P4N","P27269","2026-01-20","17327","16037","4637","31","1290","33","1259"
"P4N","P17403","2026-01-20","17041","15297","4044","58","1744","627","1130"
"P4N","P8164N","2026-01-20","12564","11744","2425","9","820","14","808"
"P4N","P24976","2026-01-20","17930","15472","4814","29","2458","694","1771"
"P4N","P78013","2026-01-15","8537","8015","2918","9","522","19","505"
"P4N","P77558","2026-01-19","24985","22980","6589","64","2005","57","1958"
"P4N","P17565","2026-01-19","14622","13472","3827","28","1150","30","1126"
"P4N","P78005","2026-01-17","5320","5308","15","0","12","0","12"
"P4N","P77530","2026-01-19","14356","13137","3863","13","1219","38","1185"
"P4N","P17402","2026-01-12","20457","18296","5362","30","2161","731","1438"
"P4N","P36469","2026-01-13","13915","13145","1762","25","770","21","755"
"P4N","P17254","2026-01-13","7487","6856","1688","12","631","14","619"
"P4N","P37342","2026-01-13","12611","11857","2134","22","754","22","739"
"P4N","P2250U","2026-01-13","28600","25296","10520","96","3304","62","3264"
"P4N","P13014","2026-01-12","8857","7842","3398","35","1015","27","995"
"P4N","P17346","2026-01-13","12585","11721","3130","30","864","23","850"
"P4N","P37537","2026-01-13","13561","12778","2970","18","783","23","762"
"P4N","P34535","2026-01-13","14958","13615","2883","24","1343","30","1316"
"P4N","P17963","2026-01-12","25079","21508","9017","67","3571","86","3498"
"P4N","P77022","2026-01-13","16699","15932","3162","28","767","19","752"
"P4N","P8404N","2026-01-12","13577","13030","1462","10","547","13","542"
"P4N","P26232","2026-01-09","18900","17841","4098","22","1059","34","1029"
"P4N","P75433","2026-01-09","13488","12548","2730","19","940","23","920"
"P4N","P73278","2026-01-09","16585","15935","2904","27","650","13","638"
"P4N","P77295","2026-01-09","14275","13492","2588","27","783","31","758"
"P4N","P76514","2026-01-09","16664","15530","3715","17","1134","44","1096"
"P4N","P76532","2026-01-09","15625","14681","3756","35","944","24","930"
"P4N","P38467","2026-01-08","12048","11045","3320","20","1003","27","981"
"P4N","P27304","2026-01-09","11504","10768","2515","6","736","26","710"
"P4N","P12004","2026-01-09","34410","32320","17324","86","2090","77","2058"
"P4N","P37422","2026-01-08","10467","9822","1800","32","645","23","631"
"P4N","P8214N","2026-01-09","5028","4711","1224","17","317","14","310"
"P4N","P37514","2026-01-08","8905","7808","2737","23","1097","34","1068"
"P4N","P7854N","2026-01-08","992","992","0","0","0","0","0"
"P4N","P37555","2026-02-03","9562","9137","2063","12","425","9","416"
"P4N","P18119","2026-02-03","5070","4878","1296","2","192","3","189"
"P4N","P27404","2026-02-03","6389","6116","898","11","273","10","263"
"P4N","P33292","2026-02-01","13500","12593","3150","42","907","19","889"
"P4N","P14115","2026-01-12","18837","17487","5371","31","1350","21","1329"
"P4N","P17128","2026-01-08","8454","7959","2214","21","495","13","495"
"P4N","P14507","2026-02-01","12888","12203","2741","25","685","22","663"
"P4N","P12218","2026-01-23","18076","16768","4436","25","1308","44","1270"
"P4N","P17417","2026-01-23","24851","22691","7673","50","2160","61","2105"
"P4N","P24508","2026-01-23","22401","20510","5386","51","1891","42","1851"
"P4N","P36472","2026-01-23","18280","17152","4611","23","1128","38","1096"
"P4N","P37351","2026-01-23","14157","13135","3376","29","1022","26","998"
"P4N","P26232","2026-01-23","12100","11261","2527","13","839","20","820"
"P4N","P78003","2026-01-23","23026","21295","9876","38","1731","47","1696"
"P4N","P86534","2026-02-05","16204","15086","4889","42","1118","29","1090"
"P4N","P75426","2026-02-05","10868","10408","1676","23","460","22","438"
"P4N","P47298","2026-02-05","11988","11260","3102","14","728","19","709"
"P4N","P69839","2026-02-05","18192","17242","4086","24","950","32","923"
"P4N","P47291","2026-02-05","7849","7849","2677","13","0","0","0"
"P4N","P77530","2026-02-05","14267","13279","3301","29","988","39","951"
"P4N","P77573","2026-02-05","18734","17709","4797","48","1025","34","992"
"P4N","P17311","2026-01-26","9498","8704","2245","27","794","17","785"
"P4N","P12218","2026-01-26","13321","12501","3077","26","820","16","808"
"P4N","P2274N","2026-01-24","14025","12733","4621","47","1292","53","1260"
"P4N","P37351","2026-01-26","7670","7175","2201","18","495","11","485"
"P4N","P37427","2026-01-26","16759","15351","3978","32","1408","34","1381"
"P4N","P94556","2026-01-25","11986","11020","3104","16","966","20","948"
"P4N","P17405","2026-01-02","8001","6393","3413","45","1608","39","1588"
"P4N","P44522","2026-01-02","14724","13755","4999","41","969","30","942"
"P4N","P6474N","2026-01-01","4650","4650","1785","6","0","0","3"
"P4N","P6564N","2026-01-02","20433","20433","10013","65","0","6","19"
"P4N","P33284","2026-01-01","4344","3016","2712","26","1328","41","1302"
"P4N","P14520","2026-01-01","3108","2841","1199","4","267","10","257"
"P4N","P24514","2026-01-30","15188","13851","3632","24","1337","18","1319"
"P4N","P27568","2026-01-29","12550","11584","3635","26","966","24","945"
"P4N","P47330","2026-01-30","12841","12065","2745","28","776","24","753"
"P4N","P23994","2026-01-30","1162","1161","2","0","1","1","0"
"P4N","P29971","2026-01-30","7232","6968","880","7","264","10","259"
"P4N","P77558","2026-01-29","8985","8283","2416","9","702","20","684"
